pokedex_number,name,classfication,generation,is_legendary,type1,type2,abilities,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,experience_growth,base_happiness,base_egg_steps,height_m,weight_kg,percentage_male
760,Bewear,Strong Arm Pokemon,7,0,normal,fighting,"['Fluffy', 'Klutz', 'Unnerve']",500,120,125,80,55,60,60,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,70,1000000,70,3840,2.1,135,50
761,Bounsweet,Fruit Pokemon,7,0,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",210,42,30,38,30,38,32,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,235,1059860,70,5120,0.3,3.2,0
762,Steenee,Fruit Pokemon,7,0,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",290,52,40,48,40,48,62,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,1059860,70,5120,0.7,8.2,0
763,Tsareena,Fruit Pokemon,7,0,grass,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",510,72,120,98,50,98,72,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,1.2,21.4,0
764,Comfey,Posy Picker Pokemon,7,0,fairy,,"['Flower Veil', 'Triage', 'Natural Cure']",485,51,52,90,82,110,100,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,60,800000,70,5120,0.1,0.3,24.6
765,Oranguru,Sage Pokemon,7,0,normal,psychic,"['Inner Focus', 'Telepathy', 'Symbiosis']",490,90,60,80,90,110,60,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,45,1250000,70,5120,1.5,76,50
766,Passimian,Teamwork Pokemon,7,0,fighting,,"['Receiver', 'Defiant']",490,100,120,90,40,60,80,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,1250000,70,5120,2,82.8,50
767,Wimpod,Turn Tail Pokemon,7,0,bug,water,['Wimp Out'],230,25,35,40,20,30,80,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,90,1000000,70,5120,0.5,12,50
768,Golisopod,Hard Scale Pokemon,7,0,bug,water,['Emergency Exit'],530,75,125,140,60,90,40,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,45,1000000,70,5120,2,108,50
769,Sandygast,Sand Heap Pokemon,7,0,ghost,ground,"['Water Compaction', 'Sand Veil']",320,55,55,80,70,45,15,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,140,1000000,70,3840,0.5,70,50
770,Palossand,Sand Castle Pokemon,7,0,ghost,ground,"['Water Compaction', 'Sand Veil']",480,85,75,110,100,75,35,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,60,1000000,70,3840,1.3,250,50
771,Pyukumuku,Sea Cucumber Pokemon,7,0,water,,"['Innards Out', 'Unaware']",410,55,60,130,30,130,5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,800000,70,3840,0.3,1.2,50
772,Type: Null,Synthetic Pokemon,7,0,normal,,['Battle Armor'],534,95,95,95,95,95,59,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3,1250000,0,30720,1.9,120.5,
773,Silvally,Synthetic Pokemon,7,0,normal,,['RKS System'],570,95,95,95,95,95,95,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3,1250000,0,30720,2.3,100.5,
774,Minior,Meteor Pokemon,7,0,rock,flying,['Shields Down'],500,60,100,60,100,60,120,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,30 (Meteorite)255 (Core),1059860,70,6400,0.3,40,
775,Komala,Drowsing Pokemon,7,0,normal,,['Comatose'],480,65,115,65,75,95,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1250000,70,5120,0.4,19.9,50
776,Turtonator,Blast Turtle Pokemon,7,0,fire,dragon,['Shell Armor'],485,60,78,135,91,85,36,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,70,1000000,70,5120,2,212,50
777,Togedemaru,Roly-Poly Pokemon,7,0,electric,steel,"['Iron Barbs', 'Lightningrod', 'Sturdy']",435,65,98,63,40,73,96,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,180,1000000,70,2560,0.3,3.3,50
778,Mimikyu,Disguise Pokemon,7,0,ghost,fairy,['Disguise'],476,55,90,80,50,105,96,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,45,1000000,70,5120,0.2,0.7,50
779,Bruxish,Gnash Teeth Pokemon,7,0,water,psychic,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",475,68,105,70,70,70,92,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,80,1000000,70,3840,0.9,19,50
780,Drampa,Placid Pokemon,7,0,normal,dragon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",485,78,60,85,135,91,36,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,70,1000000,70,5120,3,185,50
781,Dhelmise,Sea Creeper Pokemon,7,0,ghost,grass,['Steelworker'],517,70,131,100,86,90,40,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,25,1000000,70,6400,3.9,210,
782,Jangmo-o,Scaly Pokemon,7,0,dragon,,"['Bulletproof', 'Soundproof', 'Overcoat']",300,45,55,65,45,45,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1250000,70,10240,0.6,29.7,50
783,Hakamo-o,Scaly Pokemon,7,0,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",420,55,75,90,65,70,65,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,45,1250000,70,10240,1.2,47,50
784,Kommo-o,Scaly Pokemon,7,0,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",600,75,110,125,100,105,85,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,45,1250000,70,10240,1.6,78.2,50
785,Tapu Koko,Land Spirit Pokemon,7,1,electric,fairy,"['Electric Surge', 'Telepathy']",570,70,115,85,95,75,130,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,3,1250000,70,3840,1.8,20.5,
786,Tapu Lele,Land Spirit Pokemon,7,1,psychic,fairy,"['Psychic Surge', 'Telepathy']",570,70,85,75,130,115,95,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,3,1250000,70,3840,1.2,18.6,
787,Tapu Bulu,Land Spirit Pokemon,7,1,grass,fairy,"['Grassy Surge', 'Telepathy']",570,70,130,115,85,95,75,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,3,1250000,70,3840,1.9,45.5,
788,Tapu Fini,Land Spirit Pokemon,7,1,water,fairy,"['Misty Surge', 'Telepathy']",570,70,75,115,95,130,85,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3,1250000,70,3840,1.3,21.2,
789,Cosmog,Nebula Pokemon,7,1,psychic,,['Unaware'],200,43,29,31,29,31,37,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,1250000,0,30720,0.2,0.1,
790,Cosmoem,Protostar Pokemon,7,1,psychic,,['Sturdy'],400,43,29,131,29,131,37,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,1250000,0,30720,0.1,999.9,
791,Solgaleo,Sunne Pokemon,7,1,psychic,steel,['Full Metal Body'],680,137,137,107,113,89,97,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,45,1250000,0,30720,3.4,230,
792,Lunala,Moone Pokemon,7,1,psychic,ghost,['Shadow Shield'],680,137,113,89,137,107,97,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,45,1250000,0,30720,4,120,
793,Nihilego,Parasite Pokemon,7,1,rock,poison,['Beast Boost'],570,109,53,47,127,131,103,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,45,1250000,0,30720,1.2,55.5,
794,Buzzwole,Swollen Pokemon,7,1,bug,fighting,['Beast Boost'],570,107,139,139,53,53,79,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,25,1250000,0,30720,2.4,333.6,
795,Pheromosa,Lissome Pokemon,7,1,bug,fighting,['Beast Boost'],570,71,137,37,137,37,151,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,255,1250000,0,30720,1.8,25,
796,Xurkitree,Glowing Pokemon,7,1,electric,,['Beast Boost'],570,83,89,71,173,71,83,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,1250000,0,30720,3.8,100,
797,Celesteela,Launch Pokemon,7,1,steel,flying,['Beast Boost'],570,97,101,103,107,101,61,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,25,1250000,0,30720,9.2,999.9,
798,Kartana,Drawn Sword Pokemon,7,1,grass,steel,['Beast Boost'],570,59,181,131,59,31,109,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,255,1250000,0,30720,0.3,0.1,
799,Guzzlord,Junkivore Pokemon,7,1,dark,dragon,['Beast Boost'],570,223,101,53,97,53,43,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,15,1250000,0,30720,5.5,888,
800,Necrozma,Prism Pokemon,7,1,psychic,,['Prism Armor'],600,97,107,101,127,89,79,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,1250000,0,30720,2.4,230,
801,Magearna,Artificial Pokemon,7,1,steel,fairy,['Soul-Heart'],600,80,95,115,130,115,65,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,3,1250000,0,30720,1,80.5,
